"csv_industry_code","ewb_industry_code","industry_title"
"SIC_0G591","0G591","SIC 591 Drug Stores and Proprietary Stores"
"SIC_0G5912","0G5912","SIC 5912 Drug stores and proprietary stores"
"SIC_0G592","0G592","SIC 592 Liquor Stores"
"SIC_0G5921","0G5921","SIC 5921 Liquor stores"
"SIC_0G593","0G593","SIC 593 Used Merchandise Stores"
"SIC_0G5931","0G5931","1972 SIC 5931 Used Merchandise Stores"
"SIC_0G5932","0G5932","SIC 5932 Used merchandise stores"
"SIC_0G594","0G594","SIC 594 Miscellaneous Shopping Goods Stores"
"SIC_0G5941","0G5941","SIC 5941 Sporting goods and bicycle shops"
"SIC_0G5942","0G5942","SIC 5942 Book stores"
"SIC_0G5943","0G5943","SIC 5943 Stationery stores"
"SIC_0G5944","0G5944","SIC 5944 Jewelry stores"
"SIC_0G5945","0G5945","SIC 5945 Hobby, toy, and game shops"
"SIC_0G5946","0G5946","SIC 5946 Camera & photographic supply stores"
"SIC_0G5947","0G5947","SIC 5947 Gift, novelty, and souvenir shops"
"SIC_0G5948","0G5948","SIC 5948 Luggage and leather goods stores"
"SIC_0G5949","0G5949","SIC 5949 Sewing, needlework, and piece goods"
"SIC_0G596","0G596","SIC 596 Nonstore Retailers"
"SIC_0G5961","0G5961","SIC 5961 Catalog and mail-order houses"
"SIC_0G5962","0G5962","SIC 5962 Merchandising machine operators"
"SIC_0G5963","0G5963","SIC 5963 Direct selling establishments"
"SIC_0G598","0G598","SIC 598 Fuel Dealers"
"SIC_0G5982","0G5982","1972 SIC 5982 Fuel and Ice Dealers, Nec"
"SIC_0G5983","0G5983","SIC 5983 Fuel oil dealers"
"SIC_0G5984","0G5984","SIC 5984 Liquefied petroleum gas dealers"
"SIC_0G5989","0G5989","SIC 5989 Fuel dealers, nec"
"SIC_0G599","0G599","SIC 599 Retail Stores, NEC"
"SIC_0G5992","0G5992","SIC 5992 Florists"
"SIC_0G5993","0G5993","SIC 5993 Tobacco stores and stands"
"SIC_0G5994","0G5994","SIC 5994 News dealers and newsstands"
"SIC_0G5995","0G5995","SIC 5995 Optical goods stores"
"SIC_0G5999","0G5999","SIC 5999 Miscellaneous retail stores, nec"
"SIC_0H60","0H60","SIC 60 Depository Institutions"
"SIC_0H601","0H601","SIC 601 Central Reserve Depository"
"SIC_0H6011","0H6011","SIC 6011 Federal reserve banks"
"SIC_0H6019","0H6019","SIC 6019 Central reserve depository, nec"
"SIC_0H602","0H602","SIC 602 Commercial Banks"
"SIC_0H6021","0H6021","SIC 6021 National commercial banks"
"SIC_0H6022","0H6022","SIC 6022 State commercial banks"
"SIC_0H6023","0H6023","1972 SIC 6023 State Banks, Not Fed. Reserve, Fdic"
"SIC_0H6024","0H6024","1972 SIC 6024 State Banks, Not Fed. Res., Not Fdic"
"SIC_0H6025","0H6025","1972 SIC 6025 National Banks, Federal Reserve"
"SIC_0H6026","0H6026","1972 SIC 6026 National Banks, Not Fed. Res., Fdic"
"SIC_0H6027","0H6027","1972 SIC 6027 National Banks, Not Fdic"
"SIC_0H6028","0H6028","1972 SIC 6028 Private Banks, Not Incorp., Not Fdic"
"SIC_0H6029","0H6029","SIC 6029 Commercial banks, nec"
"SIC_0H603","0H603","SIC 603 Savings Institutions"
"SIC_0H6032","0H6032","1972 SIC 6032 Mutual Savings Banks, Federal Reserve"
"SIC_0H6033","0H6033","1972 SIC 6033 Mutual Savings Banks, Not Fed. Res."
"SIC_0H6034","0H6034","1972 SIC 6034 Mutual Savings Banks, Not Fdic"
"SIC_0H6035","0H6035","SIC 6035 Federal savings institutions"
"SIC_0H6036","0H6036","SIC 6036 Savings institutions, except federal"
"SIC_0H604","0H604","1972 SIC 604 Trust Companies, Nondeposit"
"SIC_0H6042","0H6042","1972 SIC 6042 Nondeposit Trusts, Federal Reserve"
"SIC_0H6044","0H6044","1972 SIC 6044 Nondeposit Trusts, Not Fdic"
"SIC_0H605","0H605","1972 SIC 605 Functions Closely Related To Banking"
"SIC_0H6052","0H6052","1972 SIC 6052 Foreign Exchange Establishments"
"SIC_0H6054","0H6054","1972 SIC 6054 Safe Deposit Companies"
"SIC_0H6055","0H6055","1972 SIC 6055 Clearinghouse Associations"
"SIC_0H6056","0H6056","1972 SIC 6056 Corporations For Banking Abroad"
"SIC_0H6059","0H6059","1972 SIC 6059 Functions Related To Banking, Nec"
"SIC_0H606","0H606","SIC 606 Credit Unions"
"SIC_0H6061","0H6061","SIC 6061 Federal credit unions"
"SIC_0H6062","0H6062","SIC 6062 State credit unions"
"SIC_0H608","0H608","SIC 608 Foreign Bank & Branches & Agencies"
"SIC_0H6081","0H6081","SIC 6081 Foreign bank & branches & agencies"
"SIC_0H6082","0H6082","SIC 6082 Foreign trade & international banks"
"SIC_0H609","0H609","SIC 609 Functions Closely Related to Banking"
"SIC_0H6091","0H6091","SIC 6091 Nondeposit trust facilities"
"SIC_0H6099","0H6099","SIC 6099 Functions related to deposit banking"
"SIC_0H61","0H61","SIC 61 Nondepository Institutions"
"SIC_0H611","0H611","SIC 611 Federal & Fed.-Sponsored Credit"
"SIC_0H6111","0H6111","SIC 6111 Federal & fed.-sponsored credit"
"SIC_0H6112","0H6112","1972 SIC 6112 Rediscounting, Not For Agricultural"
"SIC_0H6113","0H6113","1972 SIC 6113 Rediscounting, For Agricultural"
"SIC_0H612","0H612","1972 SIC 612 Savings and Loan Associations"
"SIC_0H6122","0H6122","1972 SIC 6122 Federal Savings & Loan Associations"
"SIC_0H6123","0H6123","1972 SIC 6123 State Associations, Insured"
"SIC_0H6124","0H6124","1972 SIC 6124 State Associations, Noninsured, Fhlb"
"SIC_0H6125","0H6125","1972 SIC 6125 State Associations, Noninsured, Nec"
"SIC_0H613","0H613","1972 SIC 613 Agricultural Credit Institutions"
"SIC_0H6131","0H6131","1972 SIC 6131 Agricultural Credit Institutions"
"SIC_0H614","0H614","SIC 614 Personal Credit Institutions"
"SIC_0H6141","0H6141","SIC 6141 Personal credit institutions"
"SIC_0H6142","0H6142","1972 SIC 6142 Federal Credit Unions"
"SIC_0H6143","0H6143","1972 SIC 6143 State Credit Unions"
"SIC_0H6144","0H6144","1972 SIC 6144 Nondeposit Industrial Loan Companies"
"SIC_0H6145","0H6145","1972 SIC 6145 Licensed Small Loan Lenders"
"SIC_0H6146","0H6146","1972 SIC 6146 Installment Sales Finance Companies"
"SIC_0H6149","0H6149","1972 SIC 6149 Misc. Personal Credit Institutions"
"SIC_0H615","0H615","SIC 615 Business Credit Institutions"
"SIC_0H6153","0H6153","SIC 6153 Short-term business credit"
"SIC_0H6159","0H6159","SIC 6159 Misc. business credit institutions"
"SIC_0H616","0H616","SIC 616 Mortgage Bankers and Brokers"
"SIC_0H6162","0H6162","SIC 6162 Mortgage bankers and correspondents"
"SIC_0H6163","0H6163","SIC 6163 Loan brokers"
"SIC_0H62","0H62","SIC 62 Security and Commodity Brokers"
"SIC_0H621","0H621","SIC 621 Security Brokers and Dealers"
"SIC_0H6211","0H6211","SIC 6211 Security brokers and dealers"
"SIC_0H622","0H622","SIC 622 Commodity Contracts Brokers, Dealers"
"SIC_0H6221","0H6221","SIC 6221 Commodity contracts brokers, dealers"
"SIC_0H623","0H623","SIC 623 Security and Commodity Exchanges"
"SIC_0H6231","0H6231","SIC 6231 Security and commodity exchanges"
"SIC_0H628","0H628","SIC 628 Security and Commodity Services"
"SIC_0H6281","0H6281","1972 SIC 6281 Security and Commodity Services"
"SIC_0H6282","0H6282","SIC 6282 Investment advice"
"SIC_0H6289","0H6289","SIC 6289 Security & commodity services, nec"
"SIC_0H63","0H63","SIC 63 Insurance Carriers"
"SIC_0H631","0H631","SIC 631 Life Insurance"
"SIC_0H6311","0H6311","SIC 6311 Life insurance"
"SIC_0H632","0H632","SIC 632 Medical Service and Health Insurance"
"SIC_0H6321","0H6321","SIC 6321 Accident and health insurance"
"SIC_0H6324","0H6324","SIC 6324 Hospital and medical service plans"
"SIC_0H633","0H633","SIC 633 Fire, Marine, and Casualty Insurance"
"SIC_0H6331","0H6331","SIC 6331 Fire, marine, and casualty insurance"
"SIC_0H635","0H635","SIC 635 Surety Insurance"
"SIC_0H6351","0H6351","SIC 6351 Surety insurance"
"SIC_0H636","0H636","SIC 636 Title Insurance"
"SIC_0H6361","0H6361","SIC 6361 Title insurance"
"SIC_0H637","0H637","SIC 637 Pension, Health, and Welfare Funds"
"SIC_0H6371","0H6371","SIC 6371 Pension, health, and welfare funds"
"SIC_0H639","0H639","SIC 639 Insurance Carriers, NEC"
"SIC_0H6399","0H6399","SIC 6399 Insurance carriers, nec"
"SIC_0H64","0H64","SIC 64 Insurance Agents, Brokers, & Service"
"SIC_0H641","0H641","SIC 641 Insurance Agents, Brokers, & Service"
"SIC_0H6411","0H6411","SIC 6411 Insurance agents, brokers, & service"
"SIC_0H65","0H65","SIC 65 Real Estate"
"SIC_0H651","0H651","SIC 651 Real Estate Operators and Lessors"
"SIC_0H6510","0H6510","SIC 6510 Real Estate Operators and Lessors"
"SIC_0H6512","0H6512","SIC 6512 Nonresidential building operators"
"SIC_0H6513","0H6513","SIC 6513 Apartment building operators"
"SIC_0H6514","0H6514","SIC 6514 Dwelling operators, exc. apartments"
"SIC_0H6515","0H6515","SIC 6515 Mobile home site operators"
"SIC_0H6517","0H6517","SIC 6517 Railroad property lessors"
"SIC_0H6519","0H6519","SIC 6519 Real property lessors, nec"
"SIC_0H653","0H653","SIC 653 Real Estate Agents and Managers"
"SIC_0H6531","0H6531","SIC 6531 Real estate agents and managers"
"SIC_0H654","0H654","SIC 654 Title Abstract Offices"
"SIC_0H6541","0H6541","SIC 6541 Title abstract offices"
"SIC_0H655","0H655","SIC 655 Subdividers and Developers"
"SIC_0H6552","0H6552","SIC 6552 Subdividers and developers, nec"
"SIC_0H6553","0H6553","SIC 6553 Cemetery subdividers and developers"
"SIC_0H66","0H66","1972 SIC 66 Combined Real Estate, Insurance, Etc"
"SIC_0H661","0H661","1972 SIC 661 Combined Real Estate, Insurance, Etc"
"SIC_0H6611","0H6611","1972 SIC 6611 Combined Real Estate, Insurance, Etc"
"SIC_0H67","0H67","SIC 67 Holding and Other Investment Offices"
"SIC_0H671","0H671","SIC 671 Holding Offices"
"SIC_0H6711","0H6711","1972 SIC 6711 Holding Offices"
"SIC_0H6712","0H6712","SIC 6712 Bank holding companies"
"SIC_0H6719","0H6719","SIC 6719 Holding companies, nec"
"SIC_0H672","0H672","SIC 672 Investment Offices"
"SIC_0H6722","0H6722","SIC 6722 Management investment, open-end"
"SIC_0H6723","0H6723","1972 SIC 6723 Management Investment, Closed-End"
"SIC_0H6724","0H6724","1972 SIC 6724 Unit Investment Trusts"
"SIC_0H6725","0H6725","1972 SIC 6725 Face-Amount Certificate Offices"
"SIC_0H6726","0H6726","SIC 6726 Investment offices, nec"
"SIC_0H673","0H673","SIC 673 Trusts"
"SIC_0H6732","0H6732","SIC 6732 Educational, religious, etc. trusts"
"SIC_0H6733","0H6733","SIC 6733 Trusts, nec"
"SIC_0H679","0H679","SIC 679 Miscellaneous Investing"
"SIC_0H6792","0H6792","SIC 6792 Oil royalty traders"
"SIC_0H6793","0H6793","1972 SIC 6793 Commodity Traders"
"SIC_0H6794","0H6794","SIC 6794 Patent owners and lessors"
"SIC_0H6798","0H6798","SIC 6798 Real estate investment trusts"
"SIC_0H6799","0H6799","SIC 6799 Investors, nec"
"SIC_0I70","0I70","SIC 70 Hotels and Other Lodging Places"
"SIC_0I701","0I701","SIC 701 Hotels and Motels"
"SIC_0I7011","0I7011","SIC 7011 Hotels and motels"
"SIC_0I702","0I702","SIC 702 Rooming and Boarding Houses"
"SIC_0I7021","0I7021","SIC 7021 Rooming and boarding houses"
"SIC_0I703","0I703","SIC 703 Camps and Recreational Vehicle Parks"
"SIC_0I7032","0I7032","SIC 7032 Sporting and recreational camps"
"SIC_0I7033","0I7033","SIC 7033 Trailer parks and campsites"
"SIC_0I704","0I704","SIC 704 Membership-Basis Organization Hotels"
"SIC_0I7041","0I7041","SIC 7041 Membership-basis organization hotels"
"SIC_0I72","0I72","SIC 72 Personal Services"
"SIC_0I721","0I721","SIC 721 Laundry, Cleaning, & Garment Services"
"SIC_0I7210","0I7210","SIC 7210 Laundry, Cleaning, & Garment Services"
"SIC_0I7211","0I7211","SIC 7211 Power laundries, family & commercial"
"SIC_0I7212","0I7212","SIC 7212 Garment pressing & cleaners'' agents"
"SIC_0I7213","0I7213","SIC 7213 Linen supply"
"SIC_0I7214","0I7214","1972 SIC 7214 Diaper Service"
"SIC_0I7215","0I7215","SIC 7215 Coin-operated laundries and cleaning"
"SIC_0I7216","0I7216","SIC 7216 Drycleaning plants, except rug"
"SIC_0I7217","0I7217","SIC 7217 Carpet and upholstery cleaning"
"SIC_0I7218","0I7218","SIC 7218 Industrial launderers"
"SIC_0I7219","0I7219","SIC 7219 Laundry and garment services, nec"
"SIC_0I722","0I722","SIC 722 Photographic Studios, Portrait"
"SIC_0I7221","0I7221","SIC 7221 Photographic studios, portrait"
"SIC_0I723","0I723","SIC 723 Beauty Shops"
"SIC_0I7231","0I7231","SIC 7231 Beauty shops"
"SIC_0I724","0I724","SIC 724 Barber Shops"
"SIC_0I7241","0I7241","SIC 7241 Barber shops"
"SIC_0I725","0I725","SIC 725 Shoe Repair and Shoeshine Parlors"
"SIC_0I7251","0I7251","SIC 7251 Shoe repair and shoeshine parlors"
"SIC_0I726","0I726","SIC 726 Funeral Service and Crematories"
"SIC_0I7261","0I7261","SIC 7261 Funeral service and crematories"
"SIC_0I729","0I729","SIC 729 Miscellaneous Personal Services"
"SIC_0I7291","0I7291","SIC 7291 Tax return preparation services"
"SIC_0I7299","0I7299","SIC 7299 Miscellaneous personal services, nec"
"SIC_0I73","0I73","SIC 73 Business Services"
"SIC_0I731","0I731","SIC 731 Advertising"
"SIC_0I7311","0I7311","SIC 7311 Advertising agencies"
"SIC_0I7312","0I7312","SIC 7312 Outdoor advertising services"
"SIC_0I7313","0I7313","SIC 7313 Radio, TV, publisher representatives"
"SIC_0I7319","0I7319","SIC 7319 Advertising, nec"
"SIC_0I732","0I732","SIC 732 Credit Reporting and Collection"
"SIC_0I7321","0I7321","1972 SIC 7321 Credit Reporting and Collection"
"SIC_0I7322","0I7322","SIC 7322 Adjustment & collection services"
"SIC_0I7323","0I7323","SIC 7323 Credit reporting services"
"SIC_0I733","0I733","SIC 733 Mailing, Reproduction, Stenographic"
"SIC_0I7331","0I7331","SIC 7331 Direct mail advertising services"
"SIC_0I7332","0I7332","1972 SIC 7332 Blueprinting and Photocopying"
"SIC_0I7333","0I7333","1972 SIC 7333 Commercial Photography and Art"
"SIC_0I7334","0I7334","SIC 7334 Photocopying & duplicating services"
"SIC_0I7335","0I7335","SIC 7335 Commercial photography"
"SIC_0I7336","0I7336","SIC 7336 Commercial art and graphic design"
"SIC_0I7338","0I7338","SIC 7338 Secretarial & court reporting"
"SIC_0I7339","0I7339","1972 SIC 7339 Stenographic and Reproduction, Nec"
"SIC_0I734","0I734","SIC 734 Services to Buildings"
"SIC_0I7341","0I7341","1972 SIC 7341 Window Cleaning"
"SIC_0I7342","0I7342","SIC 7342 Disinfecting & pest control services"
"SIC_0I7349","0I7349","SIC 7349 Building maintenance services, nec"
"SIC_0I735","0I735","SIC 735 Misc. Equipment Rental & Leasing"
"SIC_0I7351","0I7351","1972 SIC 7351 News Syndicates"
"SIC_0I7352","0I7352","SIC 7352 Medical equipment rental"
"SIC_0I7353","0I7353","SIC 7353 Heavy construction equipment rental"
"SIC_0I7359","0I7359","SIC 7359 Equipment rental & leasing, nec"
"SIC_0I736","0I736","SIC 736 Personnel Supply Services"
"SIC_0I7361","0I7361","SIC 7361 Employment agencies"
"SIC_0I7362","0I7362","1972 SIC 7362 Temporary Help Supply Services"
"SIC_0I7363","0I7363","SIC 7363 Help supply services"
"SIC_0I7369","0I7369","1972 SIC 7369 Personnel Supply Services, Nec"
"SIC_0I737","0I737","SIC 737 Computer and Data Processing Services"
"SIC_0I7371","0I7371","SIC 7371 Computer programming services"
"SIC_0I7372","0I7372","SIC 7372 Prepackaged software"
"SIC_0I7373","0I7373","SIC 7373 Computer integrated systems design"
"SIC_0I7374","0I7374","SIC 7374 Data processing and preparation"
"SIC_0I7375","0I7375","SIC 7375 Information retrieval services"
"SIC_0I7376","0I7376","SIC 7376 Computer facilities management"
"SIC_0I7377","0I7377","SIC 7377 Computer rental & leasing"
"SIC_0I7378","0I7378","SIC 7378 Computer maintenance & repair"
"SIC_0I7379","0I7379","SIC 7379 Computer related services, nec"
"SIC_0I738","0I738","SIC 738 Miscellaneous Business Services"
"SIC_0I7381","0I7381","SIC 7381 Detective & armored car services"
"SIC_0I7382","0I7382","SIC 7382 Security systems services"
"SIC_0I7383","0I7383","SIC 7383 News syndicates"
"SIC_0I7384","0I7384","SIC 7384 Photofinishing laboratories"
"SIC_0I7389","0I7389","SIC 7389 Business services, nec"
"SIC_0I739","0I739","1972 SIC 739 Miscellaneous Business Services"
"SIC_0I7391","0I7391","1972 SIC 7391 Research and Development Laboratories"
"SIC_0I7392","0I7392","1972 SIC 7392 Management and Public Relations"
"SIC_0I7393","0I7393","1972 SIC 7393 Detective and Protective Services"
"SIC_0I7394","0I7394","1972 SIC 7394 Equipment Rental and Leasing"
"SIC_0I7395","0I7395","1972 SIC 7395 Photofinishing Laboratories"
"SIC_0I7396","0I7396","1972 SIC 7396 Trading Stamp Services"
"SIC_0I7397","0I7397","1972 SIC 7397 Commercial Testing Laboratories"
"SIC_0I7399","0I7399","1972 SIC 7399 Business Services, Nec"
"SIC_0I75","0I75","SIC 75 Auto Repair, Services, and Parking"
"SIC_0I751","0I751","SIC 751 Automotive Rentals, No Drivers"
"SIC_0I7512","0I7512","1972 SIC 7512 Passenger Car Rental and Leasing"
"SIC_0I7513","0I7513","SIC 7513 Truck rental and leasing, no drivers"
"SIC_0I7514","0I7514","SIC 7514 Passenger car rental"
"SIC_0I7515","0I7515","SIC 7515 Passenger car leasing"
"SIC_0I7519","0I7519","SIC 7519 Utility trailer rental"
"SIC_0I752","0I752","SIC 752 Automobile Parking"
"SIC_0I7521","0I7521","SIC 7521 Automobile parking"
"SIC_0I7523","0I7523","1972 SIC 7523 Parking Lots"
"SIC_0I7525","0I7525","1972 SIC 7525 Parking Structures"
"SIC_0I753","0I753","SIC 753 Automotive Repair Shops"
"SIC_0I7531","0I7531","1972 SIC 7531 Top and Body Repair Shops"
"SIC_0I7532","0I7532","SIC 7532 Top & body repair & paint shops"
"SIC_0I7533","0I7533","SIC 7533 Auto exhaust system repair shops"
"SIC_0I7534","0I7534","SIC 7534 Tire retreading and repair shops"
"SIC_0I7535","0I7535","1972 SIC 7535 Paint Shops"
"SIC_0I7536","0I7536","SIC 7536 Automotive glass replacement shops"
"SIC_0I7537","0I7537","SIC 7537 Automotive transmission repair shops"
"SIC_0I7538","0I7538","SIC 7538 General automotive repair shops"
"SIC_0I7539","0I7539","SIC 7539 Automotive repair shops, nec"
"SIC_0I754","0I754","SIC 754 Automotive Services, Except Repair"
"SIC_0I7542","0I7542","SIC 7542 Carwashes"
"SIC_0I7549","0I7549","SIC 7549 Automotive services, nec"
"SIC_0I76","0I76","SIC 76 Miscellaneous Repair Services"
"SIC_0I762","0I762","SIC 762 Electrical Repair Shops"
"SIC_0I7622","0I7622","SIC 7622 Radio and television repair"
"SIC_0I7623","0I7623","SIC 7623 Refrigeration service and repair"
"SIC_0I7629","0I7629","SIC 7629 Electrical repair shops, nec"
"SIC_0I763","0I763","SIC 763 Watch, Clock, and Jewelry Repair"
"SIC_0I7631","0I7631","SIC 7631 Watch, clock, and jewelry repair"
"SIC_0I764","0I764","SIC 764 Reupholstery and Furniture Repair"
"SIC_0I7641","0I7641","SIC 7641 Reupholstery and furniture repair"
"SIC_0I769","0I769","SIC 769 Miscellaneous Repair Shops"
"SIC_0I7692","0I7692","SIC 7692 Welding repair"
"SIC_0I7694","0I7694","SIC 7694 Armature rewinding shops"
"SIC_0I7699","0I7699","SIC 7699 Repair services, nec"
"SIC_0I78","0I78","SIC 78 Motion Pictures"
"SIC_0I781","0I781","SIC 781 Motion Picture Production & Services"
"SIC_0I7812","0I7812","SIC 7812 Motion picture & video production"
"SIC_0I7813","0I7813","1972 SIC 7813 Motion Picture Production, Except Tv"
"SIC_0I7814","0I7814","1972 SIC 7814 Motion Picture Production For Tv"
"SIC_0I7819","0I7819","SIC 7819 Services allied to motion pictures"
"SIC_0I782","0I782","SIC 782 Motion Picture Distribution & Services"
"SIC_0I7822","0I7822","SIC 7822 Motion picture and tape distribution"
"SIC_0I7823","0I7823","1972 SIC 7823 Motion Picture Film Exchanges"
"SIC_0I7824","0I7824","1972 SIC 7824 Film Or Tape Distribution For Tv"
"SIC_0I7829","0I7829","SIC 7829 Motion picture distribution services"
"SIC_0I783","0I783","SIC 783 Motion Picture Theaters"
"SIC_0I7832","0I7832","SIC 7832 Motion picture theaters, ex drive-in"
"SIC_0I7833","0I7833","SIC 7833 Drive-in motion picture theaters"
"SIC_0I784","0I784","SIC 784 Video Tape Rental"
"SIC_0I7841","0I7841","SIC 7841 Video tape rental"
"SIC_0I79","0I79","SIC 79 Amusement & Recreation Services"
"SIC_0I791","0I791","SIC 791 Dance Studios, Schools, and Halls"
"SIC_0I7911","0I7911","SIC 7911 Dance studios, schools, and halls"
"SIC_0I792","0I792","SIC 792 Producers, Orchestras, Entertainers"
"SIC_0I7922","0I7922","SIC 7922 Theatrical producers and services"
"SIC_0I7929","0I7929","SIC 7929 Entertainers & entertainment groups"
"SIC_0I793","0I793","SIC 793 Bowling Centers"
"SIC_0I7932","0I7932","1972 SIC 7932 Billiard and Pool Establishments"
"SIC_0I7933","0I7933","SIC 7933 Bowling centers"
"SIC_0I794","0I794","SIC 794 Commercial Sports"
"SIC_0I7941","0I7941","SIC 7941 Sports clubs, managers, & promoters"
"SIC_0I7948","0I7948","SIC 7948 Racing, including track operation"
"SIC_0I799","0I799","SIC 799 Misc. Amusement, Recreation Services"
"SIC_0I7991","0I7991","SIC 7991 Physical fitness facilities"
"SIC_0I7992","0I7992","SIC 7992 Public golf courses"
"SIC_0I7993","0I7993","SIC 7993 Coin-operated amusement devices"
"SIC_0I7996","0I7996","SIC 7996 Amusement parks"
"SIC_0I7997","0I7997","SIC 7997 Membership sports & recreation clubs"
"SIC_0I7999","0I7999","SIC 7999 Amusement and recreation, nec"
"SIC_0I80","0I80","SIC 80 Health Services"
"SIC_0I801","0I801","SIC 801 Offices & Clinics of Medical Doctors"
"SIC_0I8011","0I8011","SIC 8011 Offices & clinics of medical doctors"
"SIC_0I802","0I802","SIC 802 Offices and Clinics of Dentists"
"SIC_0I8021","0I8021","SIC 8021 Offices and clinics of dentists"
"SIC_0I803","0I803","SIC 803 Offices of Osteopathic Physicians"
"SIC_0I8031","0I8031","SIC 8031 Offices of osteopathic physicians"
"SIC_0I804","0I804","SIC 804 Offices of Other Health Practitioners"
"SIC_0I8041","0I8041","SIC 8041 Offices and clinics of chiropractors"
"SIC_0I8042","0I8042","SIC 8042 Offices and clinics of optometrists"
"SIC_0I8043","0I8043","SIC 8043 Offices and clinics of podiatrists"
"SIC_0I8049","0I8049","SIC 8049 Offices of health practitioners, nec"
"SIC_0I805","0I805","SIC 805 Nursing and Personal Care Facilities"
"SIC_0I8051","0I8051","SIC 8051 Skilled nursing care facilities"
"SIC_0I8052","0I8052","SIC 8052 Intermediate care facilities"
"SIC_0I8059","0I8059","SIC 8059 Nursing and personal care, nec"
"SIC_0I806","0I806","SIC 806 Hospitals"
"SIC_0I8062","0I8062","SIC 8062 General medical & surgical hospitals"
"SIC_0I8063","0I8063","SIC 8063 Psychiatric hospitals"
"SIC_0I8069","0I8069","SIC 8069 Specialty hospitals exc. psychiatric"
"SIC_0I807","0I807","SIC 807 Medical and Dental Laboratories"
"SIC_0I8071","0I8071","SIC 8071 Medical laboratories"
"SIC_0I8072","0I8072","SIC 8072 Dental laboratories"
"SIC_0I808","0I808","SIC 808 Home Health Care Services"
"SIC_0I8081","0I8081","1972 SIC 8081 Outpatient Care Facilities"
"SIC_0I8082","0I8082","SIC 8082 Home health care services"
"SIC_0I809","0I809","SIC 809 Health and Allied Services, NEC"
"SIC_0I8091","0I8091","1972 SIC 8091 Health and Allied Services, Nec"
"SIC_0I8092","0I8092","SIC 8092 Kidney dialysis centers"
"SIC_0I8093","0I8093","SIC 8093 Specialty outpatient clinics, nec"
"SIC_0I8099","0I8099","SIC 8099 Health and allied services, nec"
"SIC_0I81","0I81","SIC 81 Legal Services"
"SIC_0I811","0I811","SIC 811 Legal Services"
"SIC_0I8111","0I8111","SIC 8111 Legal services"
"SIC_0I82","0I82","SIC 82 Educational Services"
"SIC_0I821","0I821","SIC 821 Elementary and Secondary Schools"
"SIC_0I8211","0I8211","SIC 8211 Elementary and secondary schools"
"SIC_0I822","0I822","SIC 822 Colleges and Universities"
"SIC_0I8221","0I8221","SIC 8221 Colleges and universities"
"SIC_0I8222","0I8222","SIC 8222 Junior colleges"
"SIC_0I823","0I823","SIC 823 Libraries"
"SIC_0I8231","0I8231","SIC 8231 Libraries"
"SIC_0I824","0I824","SIC 824 Vocational Schools"
"SIC_0I8241","0I8241","1972 SIC 8241 Correspondence Schools"
"SIC_0I8243","0I8243","SIC 8243 Data processing schools"
"SIC_0I8244","0I8244","SIC 8244 Business and secretarial schools"
"SIC_0I8249","0I8249","SIC 8249 Vocational schools, nec"
"SIC_0I829","0I829","SIC 829 Schools & Educational Services, NEC"
"SIC_0I8299","0I8299","SIC 8299 Schools & educational services, nec"
"SIC_0I83","0I83","SIC 83 Social Services"
"SIC_0I832","0I832","SIC 832 Individual and Family Services"
"SIC_0I8321","0I8321","1972 SIC 8321 Individual and Family Services"
"SIC_0I8322","0I8322","SIC 8322 Individual and family services"
"SIC_0I833","0I833","SIC 833 Job Training and Related Services"
"SIC_0I8331","0I8331","SIC 8331 Job training and related services"
"SIC_0I835","0I835","SIC 835 Child Day Care Services"
"SIC_0I8351","0I8351","SIC 8351 Child day care services"
"SIC_0I836","0I836","SIC 836 Residential Care"
"SIC_0I8361","0I8361","SIC 8361 Residential care"
"SIC_0I839","0I839","SIC 839 Social Services, NEC"
"SIC_0I8399","0I8399","SIC 8399 Social services, nec"
"SIC_0I84","0I84","SIC 84 Museums, Botanical, Zoological Gardens"
"SIC_0I841","0I841","SIC 841 Museums and Art Galleries"
"SIC_0I8411","0I8411","1972 SIC 8411 Museums and Art Galleries"
"SIC_0I8412","0I8412","SIC 8412 Museums and art galleries"
"SIC_0I842","0I842","SIC 842 Botanical and Zoological Gardens"
"SIC_0I8421","0I8421","1972 SIC 8421 Botanical and Zoological Gardens"
"SIC_0I8422","0I8422","SIC 8422 Botanical and zoological gardens"
"SIC_0I86","0I86","SIC 86 Membership Organizations"
"SIC_0I861","0I861","SIC 861 Business Associations"
"SIC_0I8611","0I8611","SIC 8611 Business associations"
"SIC_0I862","0I862","SIC 862 Professional Organizations"
"SIC_0I8621","0I8621","SIC 8621 Professional organizations"
"SIC_0I863","0I863","SIC 863 Labor Organizations"
"SIC_0I8631","0I8631","SIC 8631 Labor organizations"
"SIC_0I864","0I864","SIC 864 Civic and Social Associations"
"SIC_0I8641","0I8641","SIC 8641 Civic and social associations"
"SIC_0I865","0I865","SIC 865 Political Organizations"
"SIC_0I8651","0I8651","SIC 8651 Political organizations"
"SIC_0I866","0I866","SIC 866 Religious Organizations"
"SIC_0I8661","0I8661","SIC 8661 Religious organizations"
"SIC_0I869","0I869","SIC 869 Membership Organizations, NEC"
"SIC_0I8699","0I8699","SIC 8699 Membership organizations, nec"
"SIC_0I87","0I87","SIC 87 Engineering & Management Services"
"SIC_0I871","0I871","SIC 871 Engineering & Architectural Services"
